CMDLINE C:\Users\Sam\.virtualenvs\xetra_Fezi-0778ZtFD\Scripts\python.exe run.py C:\Users\Sam\OneDrive\Desktop\xetra_project\xetra_Fezi\configs\xetra_reportt1_config.yaml
MEM 2.152344 1751501659.3509
MEM 4.031250 1751501659.4516
MEM 4.031250 1751501659.5518
MEM 4.031250 1751501659.6520
MEM 4.031250 1751501659.7524
MEM 4.031250 1751501659.8529
MEM 4.031250 1751501659.9532
MEM 4.031250 1751501660.0536
MEM 4.031250 1751501660.1540
MEM 4.031250 1751501660.2545
MEM 4.031250 1751501660.3549
MEM 4.031250 1751501660.4554
MEM 4.031250 1751501660.5556
MEM 4.031250 1751501660.6560
MEM 4.031250 1751501660.7563
MEM 4.031250 1751501660.8568
