CMDLINE C:\Users\Sam\.virtualenvs\xetra_Fezi-0778ZtFD\Scripts\python.exe run.py C:\Users\Sam\OneDrive\Desktop\xetra_project\xetra_Fezi\configs\xetra_reportt1.config.ymal
MEM 2.175781 1751499324.7827
MEM 4.023438 1751499324.8834
MEM 4.023438 1751499324.9836
MEM 4.023438 1751499325.0840
MEM 4.023438 1751499325.1843
MEM 4.023438 1751499325.2849
MEM 4.023438 1751499325.3853
MEM 4.023438 1751499325.4855
MEM 4.023438 1751499325.5858
MEM 4.023438 1751499325.6860
MEM 4.023438 1751499325.7865
MEM 4.023438 1751499325.8870
MEM 4.023438 1751499325.9871
MEM 4.023438 1751499326.0877
MEM 4.023438 1751499326.1884
MEM 4.023438 1751499326.2890
