CMDLINE C:\Users\Sam\.virtualenvs\xetra_Fezi-0778ZtFD\Scripts\python.exe run.py C:\Users\Sam\OneDrive\Desktop\xetra_project\xetra_Fezi\configs\xetra_reportt1.config.ymal
MEM 2.203125 1751499214.4666
MEM 4.031250 1751499214.5667
MEM 4.031250 1751499214.6668
MEM 4.031250 1751499214.7671
MEM 4.031250 1751499214.8673
MEM 4.031250 1751499214.9675
MEM 4.031250 1751499215.0680
MEM 4.031250 1751499215.1685
MEM 4.031250 1751499215.2687
MEM 4.031250 1751499215.3692
MEM 4.031250 1751499215.4693
MEM 4.031250 1751499215.5701
MEM 4.031250 1751499215.6706
MEM 4.031250 1751499215.7709
MEM 4.031250 1751499215.8716
MEM 4.031250 1751499215.9722
MEM 4.031250 1751499216.0728
MEM 4.031250 1751499216.1730
MEM 4.031250 1751499216.2732
MEM 4.031250 1751499216.3734
MEM 4.031250 1751499216.4739
MEM 4.031250 1751499216.5740
MEM 4.031250 1751499216.6747
MEM 4.031250 1751499216.7749
MEM 4.031250 1751499216.8756
MEM 4.031250 1751499216.9761
MEM 4.031250 1751499217.0763
