CMDLINE C:\Users\Sam\.virtualenvs\xetra_Fezi-0778ZtFD\Scripts\python.exe run.py C:\Users\Sam\OneDrive\Desktop\xetra_project\xetra_Fezi\configs\xetra_reportt1.config.ymal
MEM 2.167969 1751499471.0799
MEM 4.031250 1751499471.1848
MEM 4.031250 1751499471.2852
MEM 4.031250 1751499471.3854
MEM 4.031250 1751499471.4856
MEM 4.031250 1751499471.5859
MEM 4.031250 1751499471.6865
MEM 4.031250 1751499471.7870
MEM 4.031250 1751499471.8874
MEM 4.031250 1751499471.9880
MEM 4.031250 1751499472.0882
MEM 4.031250 1751499472.1885
MEM 4.031250 1751499472.2889
MEM 4.031250 1751499472.3891
MEM 4.031250 1751499472.4896
